queue_length,token_position,active_counters,avg_processing_time_min,centre_workload_pct,hour_of_day,day_of_week,crop_factor,quantity_quintals,historical_avg_wait_min,actual_wait_minutes
27,17,2,6.7,106.6,8,2,1.0,52.7,31.4,63.7
34,13,3,7.0,63.3,16,4,1.25,86.0,18.4,46.1
21,7,3,8.0,41.3,15,4,1.1,38.8,31.1,21.2
30,27,3,9.8,77.3,11,3,1.4,20.2,38.9,145.0
33,10,3,7.5,109.7,14,1,1.1,20.2,59.1,31.0
28,2,2,5.9,101.9,11,1,0.9,28.4,29.0,16.1
47,36,3,8.6,52.3,15,4,1.1,18.2,34.7,109.7
33,25,3,8.1,76.2,17,3,1.05,30.4,24.7,75.4
5,2,2,7.2,39.2,9,4,1.35,71.6,55.9,10.9
48,23,3,7.4,66.9,9,4,1.1,34.5,36.5,66.0
19,6,4,6.7,71.8,10,2,0.9,44.4,37.9,15.2
4,1,4,9.4,55.2,11,1,0.9,11.1,37.8,6.0
35,25,3,8.0,68.7,13,2,0.9,107.6,18.6,70.1
49,17,3,8.4,103.6,12,2,0.95,20.9,24.4,57.6
17,14,1,7.1,70.0,17,4,1.05,45.1,30.6,104.3
44,24,4,10.0,96.5,17,3,1.05,48.6,49.4,67.4
28,11,3,8.3,55.4,14,4,1.1,93.8,12.0,38.5
30,26,3,4.8,107.7,13,5,0.9,60.6,48.5,51.5
29,19,5,8.7,37.5,11,3,1.0,49.0,46.1,44.4
46,34,3,7.6,76.8,17,1,1.25,85.0,20.2,113.5
53,28,1,7.8,93.2,16,5,1.35,73.7,38.2,291.7
6,3,2,9.5,95.1,14,5,1.25,14.0,56.0,19.7
35,11,3,8.1,45.9,8,5,1.35,41.0,29.2,46.4
41,38,3,10.6,62.1,15,0,0.9,117.5,35.4,123.4
37,14,5,8.2,79.9,11,1,1.4,60.6,75.1,47.1
24,19,3,7.3,55.3,14,4,1.35,53.8,45.9,67.3
29,26,4,5.3,82.7,9,3,1.1,22.2,38.9,40.7
49,48,3,6.9,60.3,10,5,1.25,101.5,36.3,170.0
46,21,3,7.5,58.1,8,0,1.05,20.3,46.5,57.1
53,39,3,10.2,38.6,9,5,1.05,17.1,50.2,137.8
31,30,3,7.3,33.1,12,3,1.35,55.5,16.1,115.7
35,8,3,10.5,96.8,9,3,1.0,55.2,15.2,32.0
33,20,2,6.3,69.2,13,0,1.4,117.9,30.0,107.3
52,48,5,6.8,75.0,13,0,1.4,19.7,40.2,108.7
21,7,3,9.7,59.8,13,1,1.0,60.6,42.9,30.0
32,9,2,7.1,40.9,10,2,1.1,28.1,21.6,42.2
23,13,2,9.6,66.0,10,5,1.1,85.7,39.5,84.2
33,1,1,6.8,48.3,17,0,0.9,50.0,41.1,6.3
3,1,3,6.9,97.0,14,5,1.35,79.6,31.8,9.1
18,8,2,9.0,108.9,11,2,0.95,43.9,35.6,44.1
25,24,1,6.8,101.1,13,2,1.0,69.9,33.3,188.8
42,4,3,7.6,72.3,15,2,1.0,59.0,47.6,16.3
31,3,4,8.6,80.3,10,2,1.05,48.1,42.1,14.0
54,3,2,7.6,105.8,16,0,0.95,66.8,28.3,23.0
58,54,3,7.2,73.1,16,5,1.35,49.1,53.5,177.5
3,1,4,6.2,81.1,10,3,1.0,97.7,25.6,7.6
40,40,6,10.2,80.3,13,5,0.9,62.0,21.4,76.9
46,7,4,10.5,86.6,12,5,1.25,108.9,39.1,29.8
24,1,2,8.5,81.2,11,0,1.1,30.6,39.0,4.6
50,27,4,7.7,83.7,15,0,1.35,17.9,42.9,73.2
32,16,3,7.7,88.1,17,4,0.9,48.8,27.8,40.9
47,38,2,9.2,94.7,16,4,0.95,26.1,52.7,168.9
22,7,5,9.5,62.2,16,1,1.35,50.2,62.6,24.1
23,12,3,7.2,89.7,12,2,1.35,28.9,41.7,47.8
2,1,6,9.6,38.0,12,2,1.35,104.8,45.8,13.4
27,9,4,8.9,100.1,10,4,0.9,70.3,16.6,31.0
42,11,3,9.6,53.2,16,3,1.05,62.2,36.8,39.1
2,2,4,5.6,62.3,8,1,0.9,95.6,33.6,8.5
26,21,3,7.4,94.3,10,5,0.95,20.0,31.7,56.8
17,1,3,7.7,81.0,14,3,1.05,103.6,34.1,5.9
40,36,5,7.3,54.7,14,4,1.05,60.6,35.3,64.2
33,17,4,10.9,48.0,12,5,1.35,20.7,24.5,72.4
9,3,5,7.4,106.6,13,3,1.0,99.2,36.2,12.4
43,5,5,8.7,37.0,11,2,0.9,58.0,29.5,9.7
54,48,6,8.2,30.3,15,4,1.25,74.5,51.5,84.7
48,32,4,7.6,83.8,11,5,1.35,107.8,46.0,97.5
39,3,3,6.9,79.2,17,3,1.4,107.4,46.0,14.9
29,20,2,11.1,89.0,13,1,0.95,107.7,53.7,122.5
42,35,4,7.7,88.5,12,1,0.95,52.9,32.1,80.1
55,52,2,9.3,99.1,17,0,0.9,91.2,45.2,221.8
26,14,2,8.0,103.8,13,5,1.35,31.8,54.8,93.4
35,31,2,7.3,92.0,10,4,1.05,100.6,31.2,140.9
50,31,5,8.2,48.6,10,4,1.25,44.3,17.6,78.4
25,17,5,8.5,67.1,17,5,1.05,58.3,33.7,34.5
24,24,3,7.3,81.3,14,4,1.0,107.5,53.5,66.9
13,4,3,6.9,73.1,8,2,1.4,97.7,30.6,14.5
58,23,4,8.7,42.7,8,2,1.1,114.5,36.4,58.2
7,2,3,8.2,77.1,8,4,1.1,46.8,32.6,7.5
57,50,3,7.0,100.9,13,5,0.95,22.4,39.7,136.6
36,14,3,6.6,63.5,11,3,1.0,109.7,29.4,40.7
45,15,3,8.5,83.5,13,2,1.35,61.7,24.2,66.8
20,15,3,5.1,79.3,8,5,0.95,107.3,36.7,30.7
1,1,3,7.6,60.2,11,4,1.0,89.2,38.8,8.5
8,6,3,8.2,75.2,11,2,1.1,105.6,55.4,23.0
46,27,6,10.6,46.8,9,5,1.0,80.3,42.8,54.3
16,15,2,8.0,73.7,8,0,1.35,98.4,27.9,83.7
14,2,3,7.5,93.9,15,1,1.1,18.8,33.2,7.9
12,4,3,8.4,90.7,13,0,1.0,116.4,50.6,15.3
51,8,1,6.9,58.6,11,4,1.1,25.8,36.9,69.5
23,15,3,7.7,39.0,9,5,1.25,7.8,28.9,47.5
15,3,2,8.0,94.0,12,1,0.95,66.0,43.0,10.0
28,15,3,8.9,51.2,16,3,1.0,86.9,32.5,50.7
34,13,3,7.0,34.2,14,4,1.1,87.4,47.7,39.8
2,1,4,8.0,65.6,11,3,0.95,44.0,46.4,9.2
32,2,3,5.3,89.2,12,3,1.0,91.7,28.2,11.2
23,8,2,8.8,94.7,15,2,1.35,101.9,63.4,51.3
22,20,4,7.7,108.6,12,2,1.1,75.2,40.5,57.2
51,49,2,10.8,45.2,13,1,1.1,49.4,10.0,334.5
25,13,4,8.5,53.5,17,1,1.05,75.6,46.6,36.4
58,1,5,6.7,78.8,13,5,1.05,104.2,10.8,8.0
22,2,3,6.4,94.9,15,2,1.35,108.6,54.5,8.9
58,15,5,9.0,48.7,12,1,1.4,8.6,42.7,43.8
58,44,4,10.7,62.8,8,5,1.35,19.1,40.2,160.5
22,14,5,10.2,62.7,11,0,0.95,5.5,41.0,27.5
49,29,4,6.2,91.8,10,4,1.0,61.6,48.0,59.5
52,34,2,8.3,49.3,9,0,1.25,55.2,35.2,178.5
42,18,5,9.7,107.5,14,4,0.9,67.8,40.9,38.2
6,6,2,6.0,70.8,14,5,0.9,83.6,42.4,20.7
15,7,2,9.6,52.6,15,2,1.05,47.1,10.0,36.8
54,29,2,6.9,52.7,17,0,0.95,29.0,48.1,100.9
43,31,3,7.7,31.5,12,3,1.0,50.4,50.1,97.7
37,25,3,8.4,85.4,8,0,0.95,6.0,46.4,70.2
33,14,4,9.6,92.1,13,1,1.05,100.4,45.6,47.5
8,8,5,10.3,32.6,13,0,1.1,49.1,60.1,23.7
53,27,2,7.5,76.9,15,2,0.95,76.6,40.5,98.4
44,2,6,7.3,92.5,17,2,1.1,42.3,40.9,7.0
44,17,5,7.2,60.1,9,1,1.25,75.7,33.2,36.4
5,5,2,9.2,64.6,16,4,1.0,67.2,18.0,25.9
39,14,3,9.5,58.9,13,1,0.9,29.0,46.5,51.3
4,1,4,9.3,55.3,8,5,1.25,76.9,34.4,7.2
6,6,3,8.4,69.3,16,4,1.35,17.6,17.9,19.1
45,29,4,8.6,43.3,15,2,1.0,60.3,40.1,64.3
32,20,4,7.7,65.3,17,2,0.95,87.8,39.7,40.2
52,21,3,7.8,105.3,8,5,1.0,68.1,38.2,61.0
30,29,1,9.3,32.2,15,4,1.05,90.8,42.6,274.0
47,22,3,8.4,43.2,14,0,1.05,36.4,22.2,72.2
35,35,1,7.3,92.2,12,0,1.0,10.6,52.9,284.6
55,37,3,9.6,40.6,13,1,1.4,11.4,46.2,189.5
40,16,4,7.1,51.7,11,2,1.25,35.9,55.9,46.4
52,50,3,8.2,66.4,16,0,1.0,51.9,34.3,142.9
16,10,6,6.1,105.5,16,2,0.95,66.8,46.1,16.5
13,1,3,6.6,44.7,17,1,1.35,92.1,18.6,11.2
50,43,4,8.0,103.8,8,3,1.05,101.6,31.0,103.0
42,17,4,7.0,87.5,16,2,1.35,84.8,24.5,45.1
30,16,6,7.7,83.7,10,3,1.25,58.3,44.1,34.9
19,2,4,9.8,87.9,9,2,0.9,35.4,27.7,6.4
17,4,2,7.8,32.5,11,4,1.0,54.2,35.7,21.3
56,21,6,9.3,37.9,11,5,0.95,36.4,40.9,41.1
19,7,4,6.8,56.8,16,3,1.1,76.8,36.1,17.9
28,2,2,8.8,35.9,11,4,1.0,99.1,25.2,15.0
58,30,4,6.5,109.0,12,5,1.0,64.6,60.7,67.3
55,6,5,7.6,76.4,13,4,1.25,10.3,42.4,23.4
26,17,3,8.9,69.0,11,1,1.35,113.1,60.8,79.8
37,25,3,8.0,92.8,8,1,1.25,38.8,28.6,90.9
26,5,4,9.4,108.2,9,0,1.05,110.2,36.5,20.8
53,5,4,9.0,106.4,10,3,1.4,98.5,42.0,28.2
23,20,3,7.5,93.4,11,0,1.0,52.5,59.4,56.4
9,3,2,9.9,60.2,12,3,1.05,11.5,60.8,15.3
12,9,2,8.7,35.3,17,1,0.9,114.0,35.8,40.9
53,37,4,7.6,37.9,17,1,1.25,80.8,32.2,94.4
1,1,4,8.2,30.1,10,5,0.95,33.7,40.9,1.4
58,40,2,8.1,30.2,8,5,1.4,66.4,55.4,228.7
58,9,3,8.3,104.9,15,1,1.35,78.1,42.6,45.2
1,1,2,7.8,104.2,15,3,0.95,31.1,44.8,12.4
47,5,4,8.6,83.4,11,1,1.1,15.8,55.3,18.3
34,2,1,9.2,88.1,14,0,1.1,35.8,53.3,22.5
32,9,1,8.6,71.1,11,4,1.4,10.5,53.8,111.3
54,43,1,8.6,49.0,10,5,1.05,13.0,49.5,439.3
48,36,3,7.8,103.2,14,3,0.95,23.0,58.2,96.1
25,22,3,6.7,52.2,13,4,1.35,23.2,27.4,76.4
40,22,2,6.3,89.2,8,0,1.1,33.5,69.0,79.5
45,22,5,6.9,49.6,16,2,1.0,112.8,54.7,40.9
53,34,2,7.4,99.6,9,5,1.25,71.2,40.1,162.5
1,1,3,10.5,82.1,10,1,0.9,53.6,55.3,1.7
16,7,5,9.9,81.4,12,5,1.1,69.8,37.8,24.4
39,29,3,7.1,37.8,10,5,1.0,5.7,47.7,79.7
5,3,3,8.7,63.6,10,5,1.35,107.9,49.1,12.0
22,14,2,7.9,72.0,15,0,1.05,66.2,52.3,59.9
29,1,4,8.4,53.5,11,2,0.95,56.9,36.5,3.0
55,18,3,7.2,100.5,17,3,1.25,113.3,52.6,61.3
3,3,4,11.4,97.0,9,0,1.0,89.0,36.7,14.3
12,1,2,10.8,69.5,12,3,1.0,43.8,50.8,3.0
26,1,3,7.6,57.2,9,4,1.05,112.7,41.8,9.1
16,1,4,7.1,94.1,17,4,1.25,103.0,20.1,6.7
51,24,6,9.4,45.8,15,3,1.1,114.8,33.2,51.4
37,4,2,6.2,35.7,10,4,1.35,16.1,52.2,19.9
22,4,4,9.3,33.7,9,4,1.35,114.9,38.4,17.3
57,18,3,8.2,33.1,10,1,0.95,67.4,56.6,61.4
29,27,3,5.8,69.1,10,3,1.1,82.3,27.4,72.7
14,11,2,7.8,50.4,8,3,1.0,29.4,50.4,45.9
28,27,3,7.0,85.2,10,2,1.4,21.1,41.4,103.3
5,1,3,8.2,82.3,10,5,1.1,14.1,39.0,4.1
47,28,3,8.1,73.4,11,1,1.0,53.6,27.9,91.9
49,42,1,6.0,58.2,15,0,1.05,30.5,44.5,267.4
30,9,2,7.5,98.0,16,1,0.9,14.4,29.9,25.4
46,36,5,8.9,86.8,8,0,1.35,114.8,34.4,97.0
52,6,6,9.1,51.7,8,3,0.9,89.3,40.3,12.4
5,2,4,7.5,70.1,13,1,1.4,64.6,37.6,11.0
12,7,2,8.7,42.5,8,2,1.05,90.5,54.3,31.2
16,2,3,8.4,56.3,12,5,1.0,75.3,10.9,14.8
26,10,4,7.9,109.8,8,4,0.9,25.5,39.9,23.4
26,24,6,8.7,47.9,15,0,1.35,77.8,37.6,55.7
48,13,3,6.6,85.9,12,4,1.05,83.3,41.9,39.3
21,18,4,8.0,49.1,13,5,1.1,32.3,35.5,48.9
39,13,6,5.6,105.1,11,3,0.95,41.8,54.3,19.6
36,17,5,7.9,54.8,15,3,1.0,49.1,38.9,35.4
33,15,2,10.1,57.7,16,3,1.4,74.3,43.6,106.8
30,18,1,7.5,77.5,16,4,1.4,19.6,52.7,186.2
37,23,3,10.0,77.0,8,5,1.1,90.5,42.6,83.5
23,22,3,7.5,76.3,14,3,0.95,44.8,26.8,54.8
58,51,2,6.4,75.9,11,3,0.9,84.6,36.9,173.5
10,10,2,9.0,55.0,17,4,1.05,112.3,40.5,47.1
54,34,4,8.7,64.8,15,3,0.9,105.0,22.2,73.9
5,2,3,11.5,77.5,14,5,0.95,89.8,33.5,10.1
36,4,3,6.5,83.7,8,0,1.4,27.2,41.2,13.2
34,3,3,8.5,50.3,8,1,1.25,89.2,66.1,16.5
52,7,4,8.6,86.1,8,0,1.05,78.1,46.5,21.8
31,24,4,9.6,103.9,9,3,1.35,93.8,43.9,83.3
10,2,2,8.8,90.6,17,5,1.05,104.9,62.3,16.0
58,42,4,7.6,36.7,9,5,1.05,40.8,49.1,89.4
19,7,3,6.4,67.5,16,3,1.4,79.1,50.7,20.8
58,40,2,8.5,64.8,12,3,1.05,36.6,37.1,206.4
32,6,4,8.6,56.9,8,3,1.4,44.8,26.8,22.8
1,1,3,8.9,69.3,14,4,1.0,64.9,45.1,7.3
56,22,3,7.6,65.2,17,5,1.1,54.9,63.9,57.2
5,2,3,8.4,30.5,9,1,1.0,74.1,60.2,10.7
45,1,3,5.7,48.9,10,4,1.4,92.3,49.9,10.1
4,4,3,6.5,47.1,11,4,1.0,74.6,33.8,15.0
16,14,4,9.4,57.9,10,5,0.9,116.5,23.4,40.3
24,17,2,8.3,44.0,10,3,1.4,89.9,32.1,117.2
16,4,6,8.7,35.4,16,0,0.9,118.3,44.6,8.6
55,50,3,7.1,45.7,11,5,0.95,90.5,36.3,136.7
2,1,2,6.9,98.3,15,0,0.9,63.4,54.0,10.4
49,29,2,7.4,93.8,8,2,1.1,52.3,24.1,117.5
28,21,3,8.4,65.4,13,5,0.9,89.6,40.5,67.5
32,26,3,9.0,100.2,8,1,1.0,84.0,32.8,90.3
27,14,2,7.6,48.6,12,5,0.95,81.9,53.9,62.9
20,9,2,5.5,76.7,14,2,1.0,88.0,48.5,31.5
24,15,4,8.6,41.4,8,4,1.05,105.3,32.0,37.3
12,12,1,8.4,96.7,16,2,1.25,31.2,52.3,121.9
50,42,5,8.7,40.4,16,2,1.1,70.0,22.5,83.8
35,6,4,9.3,32.5,13,5,1.05,74.4,20.6,22.8
33,20,3,9.2,51.9,9,2,1.05,38.7,31.4,66.3
33,24,3,10.0,102.1,9,1,1.05,118.6,18.2,91.0
51,27,1,8.0,40.4,16,5,1.25,95.3,40.6,271.4
43,38,4,7.4,56.5,11,0,0.9,41.9,41.0,81.3
37,8,2,9.6,55.3,13,0,1.05,46.2,37.1,47.1
12,1,3,9.4,94.1,17,2,1.4,87.6,48.5,5.2
3,2,3,7.7,63.7,9,5,1.0,6.3,33.3,6.2
1,1,2,9.7,78.9,11,1,1.4,58.4,26.4,7.8
33,24,3,8.1,62.4,9,0,1.25,44.5,32.4,86.7
40,7,4,9.9,74.1,10,3,0.95,103.2,27.4,23.8
10,3,3,10.6,35.0,9,5,1.05,96.0,34.7,17.9
43,22,5,12.0,59.9,15,5,1.35,43.2,49.2,76.5
44,35,4,8.1,98.4,12,0,1.35,104.5,20.9,116.5
29,29,3,10.1,85.3,12,0,1.35,110.1,37.9,157.2
13,6,3,9.3,108.5,15,1,1.25,68.5,53.5,33.9
12,11,3,9.4,93.0,15,1,1.0,23.3,54.9,35.2
31,20,3,8.6,66.1,14,0,1.35,93.6,33.8,84.4
46,29,2,9.4,84.1,12,3,1.05,41.7,68.6,165.8
2,1,6,5.9,92.1,14,3,1.25,65.6,29.4,7.5
51,41,3,8.0,51.6,8,2,1.4,10.2,39.3,152.6
50,42,3,7.0,34.8,10,2,1.25,62.5,28.0,148.5
35,34,3,6.9,62.5,10,0,1.4,48.7,47.2,132.2
23,1,3,5.8,41.6,9,0,1.35,83.9,75.6,9.2
17,16,4,7.2,52.2,13,0,0.95,9.7,64.1,34.5
26,18,3,7.7,105.7,10,5,1.05,76.9,52.2,64.5
8,7,1,8.3,97.8,11,3,0.95,93.8,34.7,71.1
29,26,2,8.0,77.4,10,4,0.9,6.5,40.0,105.2
26,17,5,9.6,62.1,14,2,1.05,91.2,55.4,39.2
10,6,3,6.7,51.1,11,2,1.1,20.0,51.0,20.3
26,14,6,5.1,75.7,12,4,1.0,85.3,43.0,18.4
34,23,2,8.8,72.7,14,0,1.25,57.4,43.7,130.9
51,25,2,7.9,92.5,11,2,1.35,68.5,54.7,152.3
41,15,2,7.9,104.2,13,3,1.05,43.8,57.6,75.4
7,6,3,6.9,56.3,16,4,1.0,33.2,24.0,16.9
4,4,3,9.4,46.5,13,3,1.25,13.2,44.7,15.7
58,22,2,7.4,62.2,12,5,0.95,104.4,48.9,95.5
53,3,3,6.7,65.0,8,0,0.95,75.2,35.6,8.7
50,19,3,10.5,33.2,15,2,1.35,118.0,57.3,91.3
45,44,2,9.0,98.9,12,3,0.9,102.8,38.5,210.0
11,2,3,7.9,109.6,12,4,1.35,105.0,57.7,19.5
29,3,4,4.3,103.9,10,0,1.35,73.8,37.6,18.2
56,50,2,7.6,98.9,17,2,1.4,14.3,45.1,270.7
36,1,2,8.0,109.4,9,2,1.0,110.0,44.8,10.0
25,20,3,10.2,102.6,8,0,0.9,18.6,62.0,65.1
21,21,4,5.4,85.1,16,0,0.9,64.5,50.9,35.6
57,29,4,10.3,43.3,12,0,1.1,103.5,36.5,100.0
36,6,3,8.7,42.5,17,5,0.9,59.3,38.7,16.7
10,5,2,6.2,33.9,11,3,1.1,24.1,38.7,26.9
37,1,5,9.4,62.9,14,1,1.35,47.9,42.2,5.6
9,3,6,7.6,94.7,11,5,0.9,118.7,30.7,12.2
24,1,4,5.5,69.2,9,2,1.35,120.0,41.0,6.9
35,27,6,7.3,59.3,16,3,1.4,86.7,58.4,50.2
49,21,4,8.4,38.7,15,4,0.95,107.1,57.9,51.5
35,16,4,8.1,34.1,11,2,0.95,10.1,23.2,38.0
48,44,3,9.0,61.9,15,5,0.9,36.7,21.3,123.0
36,26,3,9.6,38.0,16,1,0.95,47.4,34.9,80.2
18,16,2,6.4,38.3,9,4,0.95,6.4,20.7,48.1
49,28,4,8.0,61.6,11,2,0.95,48.4,26.8,64.2
39,1,5,7.1,70.2,13,1,1.05,15.7,46.2,3.0
32,4,3,6.1,44.9,14,0,1.4,64.5,41.5,17.3
24,10,3,7.9,84.8,12,1,1.25,5.5,21.3,36.7
23,11,2,8.6,63.5,17,2,0.95,36.1,56.0,49.3
32,17,2,8.7,37.4,17,1,0.9,104.6,36.9,73.1
37,23,2,7.4,81.0,14,5,1.35,29.5,35.8,115.1
12,7,3,6.5,58.6,11,2,0.9,12.5,54.2,19.2
49,44,5,7.0,34.2,15,2,1.25,33.7,46.9,80.8
55,53,1,5.2,105.8,10,1,1.35,100.2,41.5,428.9
13,7,1,6.2,75.7,10,1,1.1,72.5,36.1,52.3
23,12,3,6.3,68.2,12,5,1.4,72.4,48.8,45.4
25,15,2,9.3,98.7,13,4,1.25,5.1,36.8,96.8
35,34,5,9.3,104.9,10,4,1.25,59.3,39.3,102.5
41,4,3,11.2,47.6,17,3,1.05,35.5,27.9,22.3
30,14,2,8.4,94.8,9,2,1.35,43.7,55.7,82.6
17,14,2,7.3,96.5,12,4,1.0,73.8,60.6,64.4
49,16,2,8.0,34.4,17,3,1.25,105.5,44.5,83.6
20,7,3,7.7,87.0,13,5,0.95,25.9,36.2,28.8
48,32,2,7.1,35.0,10,2,0.95,93.3,53.2,132.5
25,19,3,8.5,77.6,14,5,1.1,10.6,49.1,59.9
22,2,3,8.3,83.5,10,3,0.95,42.6,36.7,9.3
13,10,1,7.9,59.4,9,4,1.1,30.2,55.8,85.0
59,50,1,7.6,100.5,17,3,0.95,110.3,36.9,360.0
19,17,3,8.9,94.0,11,1,1.1,25.5,26.6,62.8
49,37,4,7.2,104.1,10,5,1.35,71.5,41.2,108.1
36,12,5,7.4,55.2,14,3,1.4,24.0,55.0,27.8
12,6,2,8.7,31.7,15,5,1.4,59.5,43.2,35.5
41,22,2,9.5,94.9,10,0,0.95,52.5,27.9,121.2
19,9,2,9.4,47.8,13,0,1.35,9.8,37.2,58.9
12,4,3,7.6,67.4,8,3,0.9,100.0,56.4,11.8
9,1,3,6.1,95.4,12,0,1.25,94.7,45.3,5.0
7,6,4,7.6,47.3,9,3,1.05,37.0,41.8,14.9
28,15,4,8.1,55.0,8,5,1.1,75.6,40.4,38.0
14,5,2,6.3,65.1,14,3,1.25,46.7,55.0,22.6
31,26,3,7.5,51.7,17,3,0.95,93.5,54.2,67.8
52,6,5,9.8,66.9,11,0,1.35,84.6,25.2,21.7
19,19,3,8.2,30.8,12,2,0.9,15.4,53.3,53.5
58,18,3,7.2,47.0,9,3,1.35,102.1,48.2,64.4
47,6,6,8.0,96.6,15,3,0.9,25.6,61.1,11.3
16,13,4,8.1,63.1,17,1,1.1,25.0,41.2,34.6
53,33,4,7.4,80.9,10,1,1.25,89.4,55.6,90.0
5,2,2,9.2,48.6,14,4,0.9,26.1,47.6,8.2
35,13,3,5.3,82.0,8,0,1.0,19.1,28.6,31.5
12,7,2,8.7,110.0,17,2,1.4,43.6,54.2,53.9
25,15,3,7.1,77.6,8,3,1.25,101.5,51.7,46.6
52,44,2,9.6,80.3,14,3,1.1,25.3,34.2,235.2
59,27,4,6.1,38.9,8,0,0.9,44.0,45.5,46.5
21,1,4,9.4,62.3,16,4,0.9,37.9,67.3,9.2
36,15,3,6.8,98.9,16,4,0.9,45.9,36.2,37.6
53,36,2,8.5,96.7,15,1,1.4,87.1,50.7,212.8
23,13,1,7.3,71.8,15,0,1.25,51.6,28.9,116.9
16,7,4,9.7,102.3,11,4,0.9,92.4,35.2,27.3
57,27,3,7.7,41.4,11,4,1.05,78.6,51.7,89.2
39,5,4,6.9,82.7,12,2,1.4,46.5,45.1,19.3
45,2,3,10.1,49.9,16,1,1.0,54.7,39.6,8.6
53,33,3,7.6,81.6,10,1,1.25,85.9,62.4,123.1
42,16,4,8.8,37.0,11,1,1.1,66.5,30.9,43.3
58,23,3,9.4,105.5,17,5,1.25,104.9,40.2,100.7
39,38,3,6.7,92.9,12,4,0.9,112.3,47.9,92.3
14,7,4,8.6,46.1,14,3,1.35,87.5,31.5,24.9
31,16,2,8.8,81.0,12,5,1.1,118.8,48.1,93.1
58,14,2,5.7,90.7,16,4,1.05,73.6,54.9,45.3
5,5,3,8.5,46.8,13,4,0.95,9.6,40.6,13.9
35,26,2,7.5,37.5,10,0,1.25,63.1,33.8,142.3
23,3,4,10.4,58.1,13,1,1.1,31.5,38.3,8.4
29,15,4,9.3,40.9,13,1,1.25,43.4,10.0,55.5
43,3,5,8.7,75.3,17,2,1.05,61.4,54.1,12.7
11,7,3,4.9,63.9,8,1,1.0,38.9,45.2,15.1
18,2,2,8.7,67.0,14,4,1.0,40.6,39.9,9.8
47,33,2,6.9,73.4,10,0,1.0,51.2,22.0,130.8
12,9,4,9.3,108.6,8,2,1.25,37.9,55.3,33.6
9,9,2,7.8,93.4,8,4,1.1,24.5,36.7,40.3
10,7,4,7.2,80.4,12,4,1.0,93.0,48.8,19.8
58,7,4,7.3,59.1,17,5,1.4,50.4,41.9,26.1
44,3,3,7.4,32.2,17,2,1.4,100.7,22.6,10.9
17,11,3,6.0,39.3,9,5,0.95,106.5,57.2,25.1
38,7,3,6.2,88.5,9,4,1.0,91.4,54.9,22.3
7,1,5,7.5,59.5,11,4,1.0,50.6,51.2,12.2
46,1,2,10.3,56.8,17,5,0.95,88.0,45.8,5.9
13,13,5,9.1,101.1,14,0,0.9,22.9,27.6,30.6
40,14,3,9.2,68.8,15,0,1.35,81.0,52.4,58.9
42,32,6,9.8,102.0,17,5,1.4,51.7,68.5,80.0
9,6,2,8.4,100.9,14,0,0.95,80.4,43.4,30.7
50,39,2,7.3,36.4,16,1,1.35,91.8,43.6,194.1
27,10,4,7.4,105.6,14,2,1.4,69.7,28.8,33.8
58,7,5,6.8,36.2,11,0,1.0,78.9,17.2,13.8
2,2,3,9.2,107.1,16,4,0.95,29.6,37.7,15.0
5,2,4,6.6,66.2,16,1,1.05,73.2,59.8,7.2
29,4,5,11.1,90.9,10,2,0.9,58.0,58.1,12.8
37,21,1,6.6,86.5,17,0,1.1,54.2,41.2,151.5
38,17,3,9.8,71.5,15,0,0.9,52.2,47.2,52.5
19,1,5,9.8,79.6,8,2,0.95,40.8,27.4,7.1
8,2,3,8.9,106.0,9,0,0.9,40.1,43.3,13.5
48,47,3,10.4,104.2,15,5,1.4,85.5,35.7,241.8
45,42,4,7.7,82.3,15,2,1.0,69.1,42.7,86.0
1,1,3,8.2,82.6,13,2,1.0,8.4,38.7,3.8
22,19,1,8.3,49.8,15,4,1.35,10.6,38.5,210.3
52,12,6,8.9,96.3,15,2,1.0,70.6,54.0,26.1
17,16,3,5.3,80.6,9,3,0.9,102.3,65.6,31.8
7,1,4,7.8,96.1,10,0,1.35,10.1,40.0,5.5
25,15,4,9.3,82.6,14,4,1.35,63.3,59.0,51.9
45,27,2,7.4,53.9,10,1,0.9,102.9,27.1,110.9
4,4,2,10.9,45.2,9,3,1.05,5.5,40.9,24.0
36,17,3,8.2,36.2,13,2,1.25,36.7,26.4,71.9
6,6,3,8.8,76.9,9,1,0.95,110.8,38.3,23.5
31,27,4,10.3,52.7,9,1,1.1,14.4,50.6,79.3
19,18,3,8.2,80.4,9,1,1.25,74.8,55.4,70.9
44,2,3,10.3,34.7,11,1,1.05,63.3,32.7,10.5
54,36,2,8.9,60.1,14,4,1.1,22.4,47.5,178.3
39,7,3,8.9,50.8,13,4,1.35,9.9,56.8,34.8
27,13,3,6.7,59.6,12,1,1.25,62.8,55.1,48.4
10,9,3,9.7,34.3,11,3,1.25,89.5,45.1,43.2
26,23,2,7.1,87.9,9,0,1.25,25.4,34.9,110.4
19,1,3,7.7,39.3,15,5,1.25,84.5,33.7,12.2
39,11,2,9.9,31.2,9,0,0.9,67.8,31.9,54.8
3,2,3,7.4,105.7,15,4,1.1,46.2,41.6,11.1
45,25,4,8.5,45.4,17,3,1.05,81.4,32.1,64.1
13,5,1,7.9,96.2,11,3,1.25,27.1,50.1,47.3
50,48,3,8.0,107.2,12,2,1.25,57.5,44.7,190.6
